InputID,TargetID,Distance,QCL_1,QCL_2
87456,87458,.300957348,2,.124353294876
87458,87456,.300957348,2,.124353294876
87410,87405,.301224476,2,.124086166876
85058,85017,.301860921,2,.123449721876
95031,87432,.302769947,2,.122540695876
42805,42791,.303074475,2,.122236167876
42013,42018,.303382671,2,.121927971876
42018,42013,.303382671,2,.121927971876
43718,43676,.303405481,2,.121905161876
87336,87307,.303766675,2,.121543967876
87111,87128,.304013756,2,.121296886876
43248,42847,.304143313,2,.121167329876
42862,42821,.304371556,2,.120939086876
70725,70740,.307020843,2,.118289799876
85664,45199,.307489441,2,.117821201876
40830,40878,.307804347,2,.117506295876
40878,40830,.307804347,2,.117506295876
43541,43446,.308655479,2,.116655163876
43263,43287,.30879606,2,.116514582876
43210,43221,.30990807,2,.115402572876
70796,70295,.311428143,2,.113882499876
43235,43248,.311959054,2,.113351588876
95535,95544,.312757254,2,.112553388876
87468,87473,.313961284,2,.111349358876
70597,70598,.316356285,2,.108954357876
70598,70597,.316356285,2,.108954357876
82207,82244,.317238727,2,.108071915876
82269,82254,.318122622,2,.107188020876
82783,82632,.318930438,2,.106380204876
95075,95079,.319049181,2,.106261461876
95335,83180,.321545146,2,.103765496876
95335,87149,.321545146,2,.103765496876
44482,44493,.322605246,2,.102705396876
44493,44482,.322605246,2,.102705396876
85458,85453,.324555092,2,.100755550876
85478,85333,.325310749,2,.0999998938760004
43134,43137,.327936176,2,.0973744668760004
43137,43134,.327936176,2,.0973744668760004
85596,85610,.329423016,2,.0958876268760004
85481,85490,.329646492,2,.0956641508760004
200064,71101,.331323454,2,.0939871888760004
40884,40906,.332601235,2,.0927094078760005
40906,40884,.332601235,2,.0927094078760005
43068,43134,.332896214,2,.0924144288760004
41877,41840,.333243395,2,.0920672478760005
82593,82588,.333630825,2,.0916798178760004
85601,85596,.33569742,2,.0896132228760004
70603,70606,.336666252,2,.0886443908760005
43121,43153,.33721795,2,.0880926928760005
42746,42844,.337357681,2,.0879529618760004
42844,42746,.337357681,2,.0879529618760004
45380,45381,.338737863,2,.0865727798760005
45381,45380,.338737863,2,.0865727798760005
42008,42013,.341867944,2,.0834426988760005
41682,41689,.343173883,2,.0821367598760004
41689,41682,.343173883,2,.0821367598760004
95126,95675,.343835392,2,.0814752508760004
95675,95126,.343835392,2,.0814752508760004
40404,40426,.344857164,2,.0804534788760005
40426,40404,.344857164,2,.0804534788760005
70203,70414,.345554525,2,.0797561178760005
43730,45794,.346504587,2,.0788060558760005
45794,43730,.346504587,2,.0788060558760005
